标题／微博内容,信息属性,原创/转发,发布日期,原微博内容,认证类型,地域,城市,性别,全文内容,粉丝数,微博数,转,评,赞,话题,微博情绪,精准地域,中图地址,MD5-作者ID,MD5-mid,MD5-根微博mid,MD5-根微博用户UID,MD5-父微博ID,MD5-父微博用户ID
#安庆爆料# 【#安庆# 今天，合安高铁试运行！正式通车后，安庆至合肥仅需40分钟】（掌上安庆）        备受关注，翘首以盼，TA来了！11月13日8时40分，从合肥南出发的G55401次试验动车组顺利抵达安庆火车站，标志着合安高铁联调联试工作结束，正式进入试运行阶段。合安高铁12月中旬具备开通运营条件，正式通车后，时间将缩短至40分钟。（图为从合肥南出发的G55401次试验动车组，顺利抵达安庆火车站）1. 12月中旬具备开通运行条件       合安高铁于9月5日全线接触网送电，9月10日开始联调联试。经过2个多月的联调联试，综合检测了列车对轨道、供电、接触网、通信、信号、防灾和客服等系统性能的验证，确保各系统的功能、性能达到设计要求和具备开通条件。       据市发改委铁路办有关负责同志介绍，试运行阶段则是在联调联试阶段测试线路达标的基础上，测验运输最佳方案的必要环节和动态验收的重要内容，经过列车运行图参数测试、故障模拟和应急救援演练、按图行车试验，全方位确保列车运行安全。除模拟办理客运业务外，试运行所使用的列车与正式开通运行的动车组基本一致。       “合安高铁试运行首日，加上动检列车，一共有10趟动车组进行试运行，主要模拟办客开行，为后期合安高铁正式运营测定数据、打好基础。”安庆火车站客运值班员王伟介绍说。按试验大纲要求，试运行时间将不少于1个月，12月中旬具备开通运营条件。2.轨道板精调误差在毫米之间       合安高铁线路自新合肥西站引出，经肥西、舒城、庐江、桐城、怀宁等市县，终至新安庆西站，正线全长约162公里，设计时速350公里，项目总投资334亿元。全线设合肥西、竹溪、肥西、舒城东、庐江西、桐城东、桐城南等车站，规划运输能力5000万人/年。它是安徽省首个自主投资为主建设的高铁项目。       合安高铁建设时间长，2015年12月25日，合安高铁先行试验段在桐城开工；2016年11月12日全线开工；2020年3月26日，完成全线铺轨任务。特别受年初疫情影响，合安高铁部分标段项目工期进度滞后，各项目部倒排施工节点，加班加点，确保项目建设如期完成。       “我们项目部2016年11月进场以来，通过QC质量小组解决了软土地基处理桩基一次性验收合格率、高速铁路小型预制构件保护层一次性验收合格率等技术课题，无砟轨道施工期间项目全体人员集思广益制作各种实用工装，大大提高了工程施工质量。尤其在无砟轨道板施工过程中坚守质量关，轨道板精调误差始终控制在‘-0.5，+1mm’之间，为后续列车平稳运行奠定基础。”中铁北京工程局合安高铁四标一分部项目总工程师丁梦龙介绍说。3.安庆至合肥缩短至40分钟       合安高铁是我国“八纵八横”高铁网京港通道的重要组成部分，线路承南接北，北端在合肥枢纽衔接商合杭、合蚌、京沪等高铁，沟通京津冀及山东皖北苏北等广大片区，往东南沟通江浙沪等大片区域，南端在安庆地区通过与安九、昌九、昌吉赣、赣深以及杭长等快速客运铁路串联，沟通江西、湖南、珠三角等片区。       建成通车后，对于广大乘客来说，将拉近安庆与合肥的时空距离。原先安庆至合肥乘坐高铁最快需要1小时45分钟，合安高铁通车后，时间将缩短至40分钟。“目前安庆到合肥是经宁安线上合福线，两次过江，绕行路程较多，合安高铁通车后，不仅时间缩短，二等票价相较于现在的108元也有一定幅度的下降。”王伟表示。       合安高铁开通后，安庆市将正式进入合肥一小时经济圈，同时桐城市、怀宁县也将迈入高铁时代。这对于完善长江经济带区域路网布局，提高路网质量和能力，带动沿线地区经济社会发展，推进沿线城镇化进程具有重大意义和重要作用。 http://t.cn/R2WxWts http://t.cn/A6GoAWNx安庆,非敏感,原创,2020/11/13 15:07, ,橙V,安徽,安庆,男,#安庆爆料# 【#安庆# 今天，合安高铁试运行！正式通车后，安庆至合肥仅需40分钟】（掌上安庆）        备受关注，翘首以盼，TA来了！11月13日8时40分，从合肥南出发的G55401次试验动车组顺利抵达安庆火车站，标志着合安高铁联调联试工作结束，正式进入试运行阶段。合安高铁12月中旬具备开通运营条件，正式通车后，时间将缩短至40分钟。（图为从合肥南出发的G55401次试验动车组，顺利抵达安庆火车站）1. 12月中旬具备开通运行条件       合安高铁于9月5日全线接触网送电，9月10日开始联调联试。经过2个多月的联调联试，综合检测了列车对轨道、供电、接触网、通信、信号、防灾和客服等系统性能的验证，确保各系统的功能、性能达到设计要求和具备开通条件。       据市发改委铁路办有关负责同志介绍，试运行阶段则是在联调联试阶段测试线路达标的基础上，测验运输最佳方案的必要环节和动态验收的重要内容，经过列车运行图参数测试、故障模拟和应急救援演练、按图行车试验，全方位确保列车运行安全。除模拟办理客运业务外，试运行所使用的列车与正式开通运行的动车组基本一致。       “合安高铁试运行首日，加上动检列车，一共有10趟动车组进行试运行，主要模拟办客开行，为后期合安高铁正式运营测定数据、打好基础。”安庆火车站客运值班员王伟介绍说。按试验大纲要求，试运行时间将不少于1个月，12月中旬具备开通运营条件。2.轨道板精调误差在毫米之间       合安高铁线路自新合肥西站引出，经肥西、舒城、庐江、桐城、怀宁等市县，终至新安庆西站，正线全长约162公里，设计时速350公里，项目总投资334亿元。全线设合肥西、竹溪、肥西、舒城东、庐江西、桐城东、桐城南等车站，规划运输能力5000万人/年。它是安徽省首个自主投资为主建设的高铁项目。       合安高铁建设时间长，2015年12月25日，合安高铁先行试验段在桐城开工；2016年11月12日全线开工；2020年3月26日，完成全线铺轨任务。特别受年初疫情影响，合安高铁部分标段项目工期进度滞后，各项目部倒排施工节点，加班加点，确保项目建设如期完成。       “我们项目部2016年11月进场以来，通过QC质量小组解决了软土地基处理桩基一次性验收合格率、高速铁路小型预制构件保护层一次性验收合格率等技术课题，无砟轨道施工期间项目全体人员集思广益制作各种实用工装，大大提高了工程施工质量。尤其在无砟轨道板施工过程中坚守质量关，轨道板精调误差始终控制在‘-0.5，+1mm’之间，为后续列车平稳运行奠定基础。”中铁北京工程局合安高铁四标一分部项目总工程师丁梦龙介绍说。3.安庆至合肥缩短至40分钟       合安高铁是我国“八纵八横”高铁网京港通道的重要组成部分，线路承南接北，北端在合肥枢纽衔接商合杭、合蚌、京沪等高铁，沟通京津冀及山东皖北苏北等广大片区，往东南沟通江浙沪等大片区域，南端在安庆地区通过与安九、昌九、昌吉赣、赣深以及杭长等快速客运铁路串联，沟通江西、湖南、珠三角等片区。       建成通车后，对于广大乘客来说，将拉近安庆与合肥的时空距离。原先安庆至合肥乘坐高铁最快需要1小时45分钟，合安高铁通车后，时间将缩短至40分钟。“目前安庆到合肥是经宁安线上合福线，两次过江，绕行路程较多，合安高铁通车后，不仅时间缩短，二等票价相较于现在的108元也有一定幅度的下降。”王伟表示。       合安高铁开通后，安庆市将正式进入合肥一小时经济圈，同时桐城市、怀宁县也将迈入高铁时代。这对于完善长江经济带区域路网布局，提高路网质量和能力，带动沿线地区经济社会发展，推进沿线城镇化进程具有重大意义和重要作用。 http://t.cn/R2WxWts http://t.cn/A6GoAWNx安庆,3400,5332,2,0,7,安庆;安庆爆料,中性,"安徽省,安徽,安庆市,安庆,桐城市,桐城,怀宁县,怀宁,合肥市,合肥", ,9e2995976fea77436eb375d8c94bce8a,d57a5c5f2bdd7edff7f9cfde6f84bf8f,,,,
转发微博 ,非敏感,转发,2020/11/13 15:07,@中国铁路 #合安高铁开始试运行# #坐高铁看中国# #铁路新闻[超话]# 11月13日8点41分，合安高铁试运行列车到达终点站安庆站，将为正式开通运营提供科学依据[可爱]小编全程跟车体验，最新体验视频来啦[给力]让我们期待正式开通后，相约来打卡吧[来]@长三角铁路 http://t.cn/A6GS8Xxz ??,蓝V,黑龙江,牡丹江,男,转发微博 【原微博】 @中国铁路 #合安高铁开始试运行# #坐高铁看中国# #铁路新闻[超话]# 11月13日8点41分，合安高铁试运行列车到达终点站安庆站，将为正式开通运营提供科学依据[可爱]小编全程跟车体验，最新体验视频来啦[给力]让我们期待正式开通后，相约来打卡吧[来]@长三角铁路 http://t.cn/A6GS8Xxz ??,8598,3598,0,0,0,坐高铁看中国;铁路新闻[超话];合安高铁开始试运行,中性,其他, ,718ce0587aa016a6658dfd879bdf4526,d05e1db0867b0f099c5ca342a0489bab,c7a868e87719aaead5877c666162ff6f,ce1b8964ee18fbba687a56ae4c1a0f5f,c7a868e87719aaead5877c666162ff6f,ce1b8964ee18fbba687a56ae4c1a0f5f
gkd 过年回家能坐上吗[悲伤] ,非敏感,转发,2020/11/13 15:11,@IT之家 【中国铁路：合安高铁开始试运行，预计 12 月中旬开通运营，设计时速 350 公里】试运行期间将进行列车运行图参数测试、故障模拟、按图行车试验、应急救援演练等项目测试，随后将进入验收阶段，预计 12 月中旬具备开通运营条件。……详情点击：http://t.cn/A6GoAqpx ??,普通,安徽, ,女,gkd 过年回家能坐上吗[悲伤] 【原微博】 @IT之家 【中国铁路：合安高铁开始试运行，预计 12 月中旬开通运营，设计时速 350 公里】试运行期间将进行列车运行图参数测试、故障模拟、按图行车试验、应急救援演练等项目测试，随后将进入验收阶段，预计 12 月中旬具备开通运营条件。……详情点击：http://t.cn/A6GoAqpx ??,12,479,0,0,0, ,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/001ZzMwgly4gknk4c7thfj61120rtjwv02.jpg""]""",4454972b862b67fae00ac2a98707f003,6dedc747a46a9ba4d6e74a873f94fea5,83bdb7ddc1db0fe785a665dead48dd85,e2df3a6496fea3e40d629e2d760fff9c,83bdb7ddc1db0fe785a665dead48dd85,e2df3a6496fea3e40d629e2d760fff9c
转发微博 ,非敏感,转发,2020/11/13 15:23,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,安徽, ,男,转发微博 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,0,38,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,ede8c1e74cc58e3bfaac3f7164fb1379,b2748f82ab619066cba927e8bb45d16a,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
沟通江浙沪，合安高铁上线试运行 ,非敏感,转发,2020/11/13 15:23,@上海静安 【沟通江浙沪，合安高铁上线试运行】#关注静安# 11月13日7时40分，随着G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试，标志着合安高铁正式进入试运行阶段距离12月中旬线路具备开通运营条件的目标也越来越近。据了解，合安高铁是安徽省首个自主投资为主建设的高铁项目。2016年11月12日全线开工；2020年3月26日，全线完成铺轨任务， 9月10日开始联调联试。合安高铁是我国“八纵八横”高铁网京港通道的重要组成部分,普通,上海, ,女,沟通江浙沪，合安高铁上线试运行 【原微博】 @上海静安 【沟通江浙沪，合安高铁上线试运行】#关注静安# 11月13日7时40分，随着G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试，标志着合安高铁正式进入试运行阶段距离12月中旬线路具备开通运营条件的目标也越来越近。据了解，合安高铁是安徽省首个自主投资为主建设的高铁项目。2016年11月12日全线开工；2020年3月26日，全线完成铺轨任务， 9月10日开始联调联试。合安高铁是我国“八纵八横”高铁网京港通道的重要组成部分。正线全长约162公里，设计时速350公里。全线设肥西、舒城东、庐江西、桐城东、桐城南等车站。合安高铁是合肥至南昌间快速客运主通道，线路北端在合肥枢纽衔接商合杭、合蚌、京福等高铁，沟通京津冀及山东皖北等广大片区，往东南沟通江浙沪等大片区域，南端在安庆地区通过与安九、昌九、昌吉赣、赣深以及杭长等快速客运铁路串联，沟通江西、湖南、珠三角等片区。这条“大动脉”建成通车后，合肥与安庆、皖江城市带与环鄱阳城市圈的时空距离将近一步缩短，对完善铁路网布局，开发旅游资源，助力长江经济带和长三角一体化高质量发展具有重要意义。,5,1944,0,0,0,关注静安,中性,"四川省,四川,通江,通江县,巴中市","[http://wx1.sinaimg.cn/bmiddle/97803bd9gy1gknhxzc121j20lb0e54qp.jpg""]""",f4883b753cdb1322af61a79ed084026f,ba2f7da7936cbdea97e07e7707aac5de,243050ca95ce6954e92ac3ec67b557b4,44457879748e4f4d966309c2fae085f8,243050ca95ce6954e92ac3ec67b557b4,44457879748e4f4d966309c2fae085f8
转发微博 ,非敏感,转发,2020/11/13 15:30,@合肥头条 【#合安高铁今天试运行#  】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆。进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。距离12月中旬，线路具备开通运营条件的目标，越来越近。 ??,普通,安徽,铜陵,男,转发微博 【原微博】 @合肥头条 【#合安高铁今天试运行#  】11月13日7时40分，G55401次动车组列车从合肥南沪蓉场出发，沿着合肥至安庆高速铁路，驶向千年古城、“黄梅戏”故乡——安庆。进行运行图参数等项目测试，这标志着合安高铁正式进入试运行阶段。距离12月中旬，线路具备开通运营条件的目标，越来越近。 ??,337,1665,0,0,0,合安高铁今天试运行,中性,其他,"[http://wx2.sinaimg.cn/bmiddle/964cd460ly1gknaao0wz1j20u06e51ky.jpg""]""",3fff9ae1db5dbc01f9695d35cba649ed,3c46b78b65ffaeadc61dee4c425081a5,15ec6b20064938395c1d6f68d035ebe8,02651f3ad6b8fc3f3e05b2f3b102cbfc,15ec6b20064938395c1d6f68d035ebe8,02651f3ad6b8fc3f3e05b2f3b102cbfc
转发微博 ,非敏感,转发,2020/11/13 15:32,@合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,普通,安徽, ,男,转发微博 【原微博】 @合肥看点 【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行# http://t.cn/R2WxOni http://t.cn/A6GSrMCh ??,0,40,0,0,0,合安高铁今天试运行;合肥,中性,其他, ,9ab3a9c044c4d0dcc25fdc870ef6ad4f,a417c4673ea513b9462ba257a0a8971e,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971,7f4c5a90b79b2bdf7213ede425a5e15e,30164589befe04efd90dc8fad3c56971
转发微博 ,非敏感,转发,2020/11/13 15:32,@长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,普通,四川, ,男,转发微博 【原微博】 @长三角铁路 #合安高铁开始试运行# 上午7点20分，G55401次动车组已经停靠合肥南站10号站台，列车将于7点40分，从合肥南站出发，中途停靠肥西站，预计上午8点46分到达安庆站。#在路上看中国# @中国铁路 @微博交通 ??,38,192,0,0,0,在路上看中国;合安高铁开始试运行,中性,其他,"[http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tta4qgj21400u0dpo.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6trz6q6j21400u0dn4.jpg""&&&&""http://wx3.sinaimg.cn/bmiddle/726c1f87ly1gkn6tq2gacj21400u0gr8.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tr0e4hj21400u07em.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/726c1f87ly1gkn6tpekhjj21400u0wj7.jpg""&&&&""http://wx2.sinaimg.cn/bmiddle/726c1f87ly1gkn6tnkzsqj21400u07ae.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6to7qn4j21400u0djx.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6totov4j21400u0gr4.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/726c1f87ly1gkn6tmqrv1j20u0140n43.jpg""]""",7911d5f2984fec84b6ef89530bc8f82e,334187d9caf14ab206cee96a2cf4667c,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4,613f2b52989d4092ee91ab42d6d42a8b,5c0eeb200f7932f5c763e5c4598e99a4
#安徽[超话]#【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行#  http://t.cn/A6GSrMCh ? ??,非敏感,原创,2020/11/13 15:34, ,橙V,安徽,蚌埠,女,#安徽[超话]#【#合肥#始发的高铁试运行！全程仅需1小时】今天早晨7点40分，合安高铁第一趟试运行列车从合肥南站出发，驶向千年古城、“黄梅戏”故乡安庆，全程用时1小时！作为安徽省首次自主投资为主建设的高铁项目，这条高铁线开通在即。#合安高铁今天试运行#  http://t.cn/A6GSrMCh ? ??,51595,406,0,0,0,合安高铁今天试运行;合肥;安徽[超话],中性,"安徽省,安徽,合肥,安庆,合肥市,安庆市", ,1b76b1afe2c6ad96a98ae918d818c9bc,a133b43a885620da1b088bd56b566f62,,,,
【合安高铁今日试运行！】11月13日7时40分G55401次动车组列车从合肥南沪蓉场出发沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件的目标越来越近。合安高铁2016年11月12日全线开工；今年3月26日，全线完成铺轨任务， 9月10日开始联调联试。截至11月12日，共组织开行各类试验列车1068列，检测总里程42576公里，综合检测列车试验最高时速达385公里，预计12月中旬具备开通运营条件。合安高铁是合肥至南昌间快速客运主通道，线路承南接北，北端在合肥枢纽衔接商合杭、合蚌、京福等高铁，沟通京津冀及山东皖北等广大片区，往东南沟通江浙沪等大片区域，南端在安庆地区通过与安九、昌九、昌吉赣、赣深以及杭长等快速客运铁路串联，沟通江西、湖南、珠三角等片区。这条“大动脉”建成通车后，合肥与安庆、皖江城市带与环鄱阳城市圈的时空距离将近一步缩短，对完善铁路网布局，开发旅游资源，助力长江经济带和长三角一体化高质量发展具有重要意义。 http://t.cn/R2WxWts安庆,非敏感,原创,2020/11/13 15:35, ,普通,安徽, ,男,【合安高铁今日试运行！】11月13日7时40分G55401次动车组列车从合肥南沪蓉场出发沿着合肥至安庆高速铁路驶向千年古城、“黄梅戏”故乡——安庆，进行运行图参数等项目测试。这标志着合安高铁正式进入试运行阶段，距离12月中旬线路具备开通运营条件的目标越来越近。合安高铁2016年11月12日全线开工；今年3月26日，全线完成铺轨任务， 9月10日开始联调联试。截至11月12日，共组织开行各类试验列车1068列，检测总里程42576公里，综合检测列车试验最高时速达385公里，预计12月中旬具备开通运营条件。合安高铁是合肥至南昌间快速客运主通道，线路承南接北，北端在合肥枢纽衔接商合杭、合蚌、京福等高铁，沟通京津冀及山东皖北等广大片区，往东南沟通江浙沪等大片区域，南端在安庆地区通过与安九、昌九、昌吉赣、赣深以及杭长等快速客运铁路串联，沟通江西、湖南、珠三角等片区。这条“大动脉”建成通车后，合肥与安庆、皖江城市带与环鄱阳城市圈的时空距离将近一步缩短，对完善铁路网布局，开发旅游资源，助力长江经济带和长三角一体化高质量发展具有重要意义。 http://t.cn/R2WxWts安庆,156,480,0,0,0, ,中性,"安徽省,安徽,安庆市,安庆,合肥市,合肥","[http://wx2.sinaimg.cn/bmiddle/005vLjoUly1gknl18wr66j30zk0qoq7t.jpg""&&&&""http://wx4.sinaimg.cn/bmiddle/005vLjoUly1gknl19hk8fj30p30jb0ys.jpg""&&&&""http://wx1.sinaimg.cn/bmiddle/005vLjoUly1gknl1ajtioj30zk0nph0p.jpg""]""",26c2aae16911f5f43ee7cd57861fa8b0,486c0cf42dfb1408e06751752f9dbe36,,,,
